Gene	Silent	Nonsense	Frameshift	LOF	Splice	Missense.Benign	Missense.Damaging	Missense.total	Benign	LOF.TO.Benign.Ratio	Splice.TO.Benign.Ratio	Missense.Damaging.TO.Benign.Ratio	Entropy.Score
C4orf45	0	0	0	0	0	4	0	1	4	0	0	0	0
C4orf46	0	0	0	0	0	1	1	2	1	0	0	0.733333333333333	0
C4orf49	0	0	0	0	0	2	0	1	2	0	0	0	0
C4orf50	1	0	0	0	0	8	1	1	9	0	0	0.115789473684211	0
C4orf51	0	1	0	1	0	5	0	1	5	0.181818181818182	0	0	0
C4orf6	0	0	0	0	0	1	0	0	1	0	0	0	0
C4orf7	0	0	0	0	0	4	0	1	4	0	0	0	0
C5	0	0	0	0	0	8	1	1	8	0	0	0.129411764705882	0
C5AR1	1	0	0	0	0	3	2	3	4	0	0	0.466666666666667	0.039755
C5orf15	1	0	0	0	0	1	0	0	2	0	0	0	0
C5orf20	0	0	0	0	0	2	0	1	2	0	0	0	0
C5orf22	2	0	0	0	0	6	1	3	8	0	0	0.129411764705882	0
C5orf23	0	0	0	0	0	2	0	1	2	0	0	0	0
C5orf24	1	0	0	0	0	1	0	0	2	0	0	0	0
C5orf25	0	0	0	0	0	2	1	3	2	0	0	0.44	0
C5orf28	2	0	0	0	0	2	1	1	4	0	0	0.244444444444444	0
C5orf30	0	0	0	0	0	1	1	1	1	0	0	0.733333333333333	0
C5orf32	1	0	0	0	0	1	0	0	2	0	0	0	0
C5orf33	0	0	0	0	0	4	0	1	4	0	0	0	0
C5orf34	3	0	0	0	0	11	2	3	14	0	0	0.144827586206897	0
C5orf36	0	0	0	0	0	5	0	0	5	0	0	0	0
C5orf38	0	1	0	1	0	4	0	0	4	0.222222222222222	0	0	0
C5orf39	0	0	0	0	0	1	0	0	1	0	0	0	0
C5orf4	0	1	0	1	0	2	2	2	2	0.4	0	0.84	0
C5orf40	0	0	0	0	0	1	0	1	1	0	0	0	0
C5orf41	1	0	0	0	0	6	1	1	7	0	0	0.146666666666667	0
C5orf42	0	1	0	1	0	38	2	7	38	0.025974025974026	0	0.0545454545454545	0.004277
C5orf44	0	0	0	0	0	3	0	0	3	0	0	0	0
C5orf45	0	0	0	0	0	1	0	1	1	0	0	0	0
C5orf46	0	0	0	0	0	0	1	1	0	0	0	2.2	0
C5orf48	0	0	0	0	0	1	0	0	1	0	0	0	0
C5orf49	1	0	0	0	0	4	0	2	5	0	0	0	0.033269
C5orf51	1	0	0	0	0	4	0	0	5	0	0	0	0.024913
C5orf54	0	0	0	0	0	1	0	0	1	0	0	0	0
C5orf56	0	0	0	0	0	3	0	1	3	0	0	0	0
C6	5	3	0	3	0	31	6	15	36	0.0821917808219178	0	0.167123287671233	0.067953
C6orf10	2	0	0	0	0	11	1	2	13	0	0	0.0814814814814815	0
C6orf105	0	1	0	1	0	4	0	1	4	0.222222222222222	0	0	0
C6orf106	0	0	0	0	0	9	0	1	9	0	0	0	0.03625
C6orf115	0	0	0	0	0	1	0	0	1	0	0	0	0
C6orf118	4	0	0	0	0	17	3	4	21	0	0	0.144186046511628	0.045939
C6orf120	0	0	0	0	0	1	0	1	1	0	0	0	0
C6orf125	0	0	0	0	0	2	0	0	2	0	0	0	0
C6orf127	0	0	0	0	0	1	1	1	1	0	0	0.733333333333333	0
C6orf129	0	0	0	0	0	1	0	0	1	0	0	0	0
C6orf130	1	0	0	0	0	1	0	0	2	0	0	0	0
C6orf134	0	0	0	0	0	0	1	1	0	0	0	2.2	0
C6orf136	0	0	0	0	0	6	0	3	6	0	0	0	0
C6orf138	1	0	0	0	0	4	9	12	5	0	0	1.65454545454545	0
C6orf142	0	1	0	1	0	12	2	4	12	0.08	0	0.168	0
C6orf145	0	0	0	0	0	3	0	1	3	0	0	0	0
C6orf146	0	0	0	0	0	1	0	1	1	0	0	0	0
C6orf15	2	1	0	1	0	5	2	3	7	0.133333333333333	0	0.28	0
C6orf150	0	0	0	0	0	1	0	0	1	0	0	0	0
C6orf153	1	0	0	0	0	5	0	1	6	0	0	0	0
C6orf154	2	0	0	0	0	4	0	0	6	0	0	0	0
C6orf162	0	0	0	0	0	1	0	1	1	0	0	0	0
C6orf165	1	1	0	1	0	10	3	5	11	0.0869565217391304	0	0.269565217391304	0.042191
C6orf167	1	1	0	1	0	10	4	8	11	0.0869565217391304	0	0.356521739130435	0
C6orf168	0	0	0	0	0	2	0	0	2	0	0	0	0
C6orf170	2	0	0	0	0	20	4	6	22	0	0	0.182222222222222	0
C6orf174	2	0	0	0	0	12	8	8	14	0	0	0.558620689655172	0
C6orf182	0	0	0	0	0	6	1	3	6	0	0	0.169230769230769	0
C6orf186	0	0	0	0	0	2	2	2	2	0	0	0.84	0
C6orf191	0	0	0	0	0	4	1	3	4	0	0	0.244444444444444	0
C6orf192	1	0	0	0	0	4	0	2	5	0	0	0	0
C6orf195	0	0	0	0	0	1	1	2	1	0	0	0.733333333333333	0
C6orf201	0	0	0	0	0	3	0	2	3	0	0	0	0
C6orf203	0	0	0	0	0	2	1	1	2	0	0	0.44	0
C6orf204	2	0	0	0	0	13	2	4	15	0	0	0.135483870967742	0
C6orf211	1	0	0	0	0	2	0	1	3	0	0	0	0
C6orf221	0	0	0	0	0	1	0	0	1	0	0	0	0
C6orf222	1	0	0	0	0	10	0	2	11	0	0	0	0.015203
C6orf223	0	0	0	0	0	1	0	1	1	0	0	0	0.058892
C6orf225	1	0	0	0	0	1	0	0	2	0	0	0	0
C6orf226	1	0	0	0	0	2	0	1	3	0	0	0	0
C6orf25	1	0	0	0	0	3	1	3	4	0	0	0.244444444444444	0
C6orf27	1	0	0	0	0	8	0	2	9	0	0	0	0
C6orf35	0	0	0	0	0	9	0	1	9	0	0	0	0
C6orf47	0	0	0	0	0	1	0	1	1	0	0	0	0
C6orf57	0	0	0	0	0	1	0	0	1	0	0	0	0.043891
C6orf58	0	1	0	1	0	7	1	2	7	0.133333333333333	0	0.146666666666667	0.018896
C6orf62	0	0	0	0	0	1	1	2	1	0	0	0.733333333333333	0
C6orf64	0	0	0	0	0	0	1	1	0	0	0	2.2	0
C6orf70	1	0	0	0	0	10	1	3	11	0	0	0.0956521739130435	0
C6orf72	2	1	0	1	0	6	1	1	8	0.117647058823529	0	0.129411764705882	0
C6orf81	0	0	0	0	0	3	0	0	3	0	0	0	0
C6orf89	1	0	0	0	0	4	0	1	5	0	0	0	0.026595
C6orf97	1	1	0	1	0	13	6	11	14	0.0689655172413793	0	0.420689655172414	0
C7	4	0	0	0	1	28	5	11	32	0	0.0307692307692308	0.156923076923077	0.031142
C7orf10	2	0	0	0	0	9	1	2	11	0	0	0.0956521739130435	0
C7orf11	0	0	0	0	0	1	0	0	1	0	0	0	0
C7orf16	0	1	0	1	0	5	1	1	5	0.181818181818182	0	0.2	0
C7orf23	0	0	0	0	0	1	0	0	1	0	0	0	0
C7orf25	0	0	0	0	0	7	1	1	7	0	0	0.146666666666667	0
C7orf26	0	0	0	0	0	2	1	1	2	0	0	0.44	0
C7orf27	1	0	0	0	0	4	1	1	5	0	0	0.2	0
C7orf28A	0	0	0	0	0	2	1	1	2	0	0	0.44	0
C7orf28B	0	0	0	0	0	7	0	0	7	0	0	0	0
C7orf30	0	0	0	0	0	1	0	0	1	0	0	0	0
C7orf31	1	0	0	0	0	7	1	2	8	0	0	0.129411764705882	0
C7orf33	0	0	0	0	0	8	1	3	8	0	0	0.129411764705882	0.018896
C7orf34	1	0	0	0	0	1	0	0	2	0	0	0	0
C7orf36	0	0	0	0	0	1	0	1	1	0	0	0	0
C7orf41	0	0	0	0	0	1	0	0	1	0	0	0	0
C7orf42	1	0	0	0	0	9	1	2	10	0	0	0.104761904761905	0
C7orf43	1	0	0	0	0	2	0	0	3	0	0	0	0.030717
C7orf44	0	0	0	0	0	3	0	0	3	0	0	0	0
C7orf45	0	0	0	0	0	5	0	2	5	0	0	0	0
C7orf46	1	0	0	0	0	1	0	0	2	0	0	0	0
C7orf47	0	0	0	0	0	0	2	2	0	0	0	4.2	0
C7orf49	0	0	0	0	0	2	0	0	2	0	0	0	0
C7orf50	0	0	0	0	0	4	0	2	4	0	0	0	0.03625
C7orf51	0	0	0	0	0	1	3	3	1	0	0	2.06666666666667	0
C7orf52	1	0	0	0	0	3	0	2	4	0	0	0	0
C7orf53	0	0	0	0	0	2	0	0	2	0	0	0	0
C7orf57	2	0	0	0	0	3	1	1	5	0	0	0.2	0.039755
C7orf58	2	0	1	1	1	23	3	5	25	0.0392156862745098	0.0392156862745098	0.12156862745098	0
C7orf59	0	0	0	0	0	2	0	0	2	0	0	0	0
C7orf60	3	0	0	0	0	3	2	2	6	0	0	0.323076923076923	0.025727
C7orf61	0	0	0	0	0	1	0	0	1	0	0	0	0
C7orf63	1	0	0	0	0	15	2	5	16	0	0	0.127272727272727	0
C7orf64	1	0	0	0	0	2	0	1	3	0	0	0	0
C7orf65	1	0	0	0	0	1	0	0	2	0	0	0	0
C7orf66	0	1	0	1	0	5	0	2	5	0.181818181818182	0	0	0
C7orf68	0	0	0	0	0	1	0	0	1	0	0	0	0
C7orf69	0	0	0	0	0	1	0	0	1	0	0	0	0
C7orf70	1	0	0	0	0	3	0	2	4	0	0	0	0
C8A	3	0	0	0	1	15	1	5	18	0	0.0540540540540541	0.0594594594594595	0.03625
C8B	2	0	0	0	0	11	5	5	13	0	0	0.377777777777778	0.051573
C8orf22	0	1	0	1	0	5	1	3	5	0.181818181818182	0	0.2	0.054115
C8orf31	0	0	0	0	0	1	0	1	1	0	0	0	0.030717
C8orf33	0	0	0	0	0	0	1	1	0	0	0	2.2	0
C8orf34	0	1	0	1	2	22	5	6	22	0.0444444444444444	0.0888888888888889	0.226666666666667	0.022969
C8orf37	0	0	0	0	0	3	1	1	3	0	0	0.314285714285714	0
C8orf38	0	0	0	0	0	5	0	1	5	0	0	0	0
C8orf40	0	0	0	0	0	2	0	0	2	0	0	0	0
C8orf41	0	0	0	0	0	1	1	1	1	0	0	0.733333333333333	0
C8orf44	0	0	0	0	0	1	0	2	1	0	0	0	0
C8orf45	0	0	0	0	0	2	2	2	2	0	0	0.84	0
C8orf46	0	0	0	0	0	5	0	0	5	0	0	0	0.043891
C8orf47	0	0	0	0	0	2	0	2	2	0	0	0	0
C8orf58	0	0	0	0	0	1	1	1	1	0	0	0.733333333333333	0
C8orf59	0	0	0	0	0	1	0	0	1	0	0	0	0
C8orf73	0	0	0	0	0	5	0	0	5	0	0	0	0
C8orf74	1	0	0	0	0	3	1	1	4	0	0	0.244444444444444	0
C8orf76	0	1	0	1	0	2	3	4	2	0.4	0	1.24	0
C8orf79	1	0	0	0	0	3	0	1	4	0	0	0	0
C8orf80	0	0	0	0	0	7	1	2	7	0	0	0.146666666666667	0
C8orf84	0	0	0	0	0	0	3	3	0	0	0	6.2	0
C8orf85	1	0	0	0	0	3	1	1	4	0	0	0.244444444444444	0
C8orf86	0	0	0	0	0	1	0	0	1	0	0	0	0
C9	0	0	0	0	0	8	2	3	8	0	0	0.247058823529412	0.08289
C9orf100	0	0	0	0	0	1	1	1	1	0	0	0.733333333333333	0
C9orf102	1	1	0	1	0	8	0	3	9	0.105263157894737	0	0	0
C9orf103	0	0	0	0	0	1	0	0	1	0	0	0	0
C9orf11	1	0	0	0	0	2	1	1	3	0	0	0.314285714285714	0
C9orf114	0	0	0	0	0	3	0	0	3	0	0	0	0
C9orf116	0	0	0	0	0	2	0	1	2	0	0	0	0
C9orf117	1	0	0	0	0	2	0	0	3	0	0	0	0
C9orf119	0	1	0	1	0	4	1	2	4	0.222222222222222	0	0.244444444444444	0
C9orf123	1	0	0	0	0	1	0	0	2	0	0	0	0
C9orf125	1	0	0	0	0	2	1	2	3	0	0	0.314285714285714	0
C9orf128	2	1	0	1	0	5	1	1	7	0.133333333333333	0	0.146666666666667	0
C9orf129	0	0	0	0	0	0	1	1	0	0	0	2.2	0
C9orf131	1	0	0	0	0	6	4	9	7	0	0	0.546666666666667	0.009119
C9orf135	1	0	0	0	0	8	0	0	9	0	0	0	0
C9orf142	0	0	0	0	0	2	0	0	2	0	0	0	0
C9orf150	0	0	0	0	0	2	0	0	2	0	0	0	0
C9orf152	0	0	0	0	0	1	0	0	1	0	0	0	0
C9orf153	0	0	0	0	0	3	0	1	3	0	0	0	0
C9orf156	0	0	0	0	0	1	0	0	1	0	0	0	0
C9orf167	0	0	0	0	0	0	1	1	0	0	0	2.2	0
C9orf170	0	0	0	0	0	1	0	1	1	0	0	0	0
C9orf171	0	1	0	1	0	3	0	2	3	0.285714285714286	0	0	0.03421
C9orf172	1	0	0	0	0	3	0	2	4	0	0	0	0.026595
C9orf173	1	0	0	0	0	1	2	2	2	0	0	0.84	0
C9orf21	0	0	0	0	0	2	0	0	2	0	0	0	0
C9orf23	1	0	0	0	0	1	1	1	2	0	0	0.44	0
C9orf24	0	1	0	1	0	2	0	0	2	0.4	0	0	0
C9orf3	1	0	0	0	0	6	4	4	7	0	0	0.546666666666667	0.039626
C9orf30	0	0	0	0	0	1	0	1	1	0	0	0	0
C9orf4	0	0	0	0	0	1	3	3	1	0	0	2.06666666666667	0
C9orf40	0	0	0	0	0	0	1	2	0	0	0	2.2	0
C9orf41	0	0	0	0	0	0	1	1	0	0	0	2.2	0
C9orf43	0	0	0	0	0	3	0	0	3	0	0	0	0.019858
C9orf46	0	0	0	0	0	1	2	2	1	0	0	1.4	0
C9orf5	0	0	0	0	0	3	0	0	3	0	0	0	0
C9orf50	0	0	0	0	0	1	0	0	1	0	0	0	0
C9orf6	0	0	0	0	0	1	0	0	1	0	0	0	0
C9orf64	1	0	0	0	0	1	1	1	2	0	0	0.44	0.030717
C9orf66	0	0	0	0	0	1	0	0	1	0	0	0	0
C9orf68	0	0	0	0	0	3	1	2	3	0	0	0.314285714285714	0
C9orf7	1	0	0	0	0	2	0	0	3	0	0	0	0
C9orf71	0	0	0	0	0	3	1	1	3	0	0	0.314285714285714	0
C9orf72	1	0	0	0	0	7	0	2	8	0	0	0	0
C9orf78	0	0	0	0	0	3	3	3	3	0	0	0.885714285714286	0
C9orf79	10	0	0	0	0	23	6	18	33	0	0	0.182089552238806	0
C9orf82	0	1	0	1	0	2	0	0	2	0.4	0	0	0
C9orf84	0	0	0	0	0	7	2	4	7	0	0	0.28	0
C9orf85	1	1	0	1	0	3	0	0	4	0.222222222222222	0	0	0
C9orf86	1	0	0	0	0	5	3	3	6	0	0	0.476923076923077	0
C9orf89	2	0	0	0	0	2	0	0	4	0	0	0	0
C9orf9	0	0	0	0	0	2	1	1	2	0	0	0.44	0
C9orf91	1	0	0	0	0	3	1	1	4	0	0	0.244444444444444	0
C9orf93	2	1	0	1	0	14	1	4	16	0.0606060606060606	0	0.0666666666666667	0
C9orf95	1	0	0	0	0	5	1	1	6	0	0	0.169230769230769	0
C9orf96	0	0	0	0	0	10	1	5	10	0	0	0.104761904761905	0
C9orf98	1	0	0	0	0	6	1	1	7	0	0	0.146666666666667	0
CA1	0	0	0	0	0	9	0	0	9	0	0	0	0.018021
CA10	2	2	0	2	0	23	4	5	25	0.0784313725490196	0	0.16078431372549	0.022969
CA11	0	0	0	0	0	2	3	5	2	0	0	1.24	0
CA12	0	0	0	0	0	5	1	2	5	0	0	0.2	0
CA13	1	0	0	0	0	3	1	1	4	0	0	0.244444444444444	0.030717
CA14	0	0	0	0	0	2	2	2	2	0	0	0.84	0
CA2	0	0	0	0	0	4	0	0	4	0	0	0	0.03793
CA3	1	1	0	1	0	3	3	3	4	0.222222222222222	0	0.688888888888889	0.05748
CA4	0	0	0	0	0	2	1	1	2	0	0	0.44	0
CA5A	1	0	0	0	0	5	2	2	6	0	0	0.323076923076923	0
CA5B	0	0	0	0	0	6	1	1	6	0	0	0.169230769230769	0
CA6	0	0	0	0	0	5	2	2	5	0	0	0.381818181818182	0
CA7	0	0	0	0	1	4	1	2	4	0	0.222222222222222	0.244444444444444	0
CA8	1	0	0	0	0	10	0	0	11	0	0	0	0.024913
CA9	0	0	0	0	0	3	0	1	3	0	0	0	0
CAB39	0	0	0	0	0	4	0	1	4	0	0	0	0
CAB39L	0	0	0	0	0	3	1	1	3	0	0	0.314285714285714	0.033269
CABC1	0	0	0	0	0	2	0	1	2	0	0	0	0
CABIN1	2	1	0	1	0	23	2	6	25	0.0392156862745098	0	0.0823529411764706	0.01673
CABLES1	0	0	0	0	0	2	1	1	2	0	0	0.44	0
CABLES2	3	0	0	0	0	4	1	1	7	0	0	0.146666666666667	0
CABP1	1	1	0	1	0	7	0	0	8	0.117647058823529	0	0	0
CABP2	0	0	0	0	0	3	0	2	3	0	0	0	0.023427
CABP4	0	0	0	0	0	2	0	1	2	0	0	0	0.047038
CABP5	1	0	0	0	0	5	1	1	6	0	0	0.169230769230769	0.039755
CABYR	1	0	0	0	0	4	0	1	5	0	0	0	0
CACHD1	1	0	0	0	0	10	2	4	11	0	0	0.182608695652174	0.025727
CACNA1A	1	1	0	1	1	23	7	9	24	0.0408163265306122	0.0408163265306122	0.289795918367347	0.015353
CACNA1B	1	1	1	2	0	29	8	9	30	0.0655737704918033	0	0.265573770491803	0.019081
CACNA1C	7	1	0	1	0	40	13	17	47	0.0210526315789474	0	0.275789473684211	0.033283
CACNA1D	3	0	0	0	0	17	4	6	20	0	0	0.2	0.049154
CACNA1E	7	2	0	2	2	60	9	16	67	0.0296296296296296	0.0296296296296296	0.134814814814815	0.050159
CACNA1F	1	0	0	0	1	18	6	9	19	0	0.0512820512820513	0.312820512820513	0.023196
CACNA1G	4	1	0	1	0	13	5	7	17	0.0571428571428571	0	0.291428571428571	0.012712
CACNA1H	3	0	0	0	1	15	2	4	18	0	0.0540540540540541	0.113513513513514	0.010621
CACNA1I	2	0	0	0	0	15	7	12	17	0	0	0.405714285714286	0.01393
CACNA1S	6	0	0	0	0	40	7	10	46	0	0	0.152688172043011	0.042448
CACNA2D1	1	2	0	2	1	33	5	7	34	0.0579710144927536	0.0289855072463768	0.147826086956522	0.031251
CACNA2D2	1	0	0	0	0	9	2	4	10	0	0	0.2	0
CACNA2D3	0	0	0	0	0	10	4	4	10	0	0	0.39047619047619	0.071427
CACNA2D4	3	0	0	0	0	27	5	8	30	0	0	0.167213114754098	0.016493
CACNB1	0	0	0	0	0	1	2	2	1	0	0	1.4	0.01463
CACNB2	1	0	0	0	0	19	4	4	20	0	0	0.2	0.031319
CACNB3	1	0	0	0	0	5	1	1	6	0	0	0.169230769230769	0.023427
CACNB4	1	0	0	0	0	4	1	1	5	0	0	0.2	0
CACNG1	0	0	0	0	0	1	0	0	1	0	0	0	0
CACNG2	0	0	0	0	0	4	0	1	4	0	0	0	0.024913
CACNG3	1	0	0	0	0	8	4	5	9	0	0	0.431578947368421	0.12586
CACNG4	0	0	0	0	0	3	1	2	3	0	0	0.314285714285714	0.031945
CACNG5	1	0	0	0	0	3	0	0	4	0	0	0	0.01463
CACNG6	0	0	0	0	0	5	0	1	5	0	0	0	0.063809
CACNG7	2	0	0	0	0	8	2	4	10	0	0	0.2	0.022747
CACNG8	0	0	0	0	0	3	1	2	3	0	0	0.314285714285714	0
CACYBP	0	0	0	0	0	1	0	1	1	0	0	0	0
CAD	3	0	0	0	0	12	12	12	15	0	0	0.780645161290323	0.020062
CADM1	1	0	0	0	0	10	0	2	11	0	0	0	0.025727
CADM2	0	0	0	0	1	28	1	4	28	0	0.0350877192982456	0.0385964912280702	0.020376
CADM3	1	0	0	0	0	17	3	4	18	0	0	0.167567567567568	0.059639
CADM4	2	1	0	1	0	6	0	0	8	0.117647058823529	0	0	0.03625
CADPS	7	1	0	1	0	26	7	7	33	0.0298507462686567	0	0.211940298507463	0.040931
CADPS2	2	2	0	2	0	16	12	15	18	0.108108108108108	0	0.654054054054054	0.006737
CAGE1	2	0	0	0	0	20	0	3	22	0	0	0	0
CALB1	1	0	0	0	0	10	0	1	11	0	0	0	0
CALB2	1	0	0	0	0	9	0	1	10	0	0	0	0.020922
CALCA	0	0	0	0	0	2	0	2	2	0	0	0	0
CALCB	0	0	0	0	0	3	0	0	3	0	0	0	0.048728
CALCOCO1	2	0	0	0	0	9	3	5	11	0	0	0.269565217391304	0.011237
CALCOCO2	2	0	0	0	0	6	0	0	8	0	0	0	0
CALCR	3	0	0	0	0	19	5	10	22	0	0	0.226666666666667	0.053723
CALCRL	1	1	0	1	0	9	0	3	10	0.0952380952380952	0	0	0.05332
CALD1	1	0	0	0	0	3	2	3	4	0	0	0.466666666666667	0.009119
CALHM1	1	0	0	0	0	2	0	0	3	0	0	0	0.039755
CALHM2	0	0	0	0	0	0	1	1	0	0	0	2.2	0.023427
CALM1	0	0	0	0	0	1	0	0	1	0	0	0	0.043891
CALM2	0	0	0	0	0	0	0	1	0	0	0	0	0
CALML4	0	0	0	0	0	1	0	1	1	0	0	0	0
CALML5	0	0	0	0	0	1	2	2	1	0	0	1.4	0.030717
CALML6	0	0	0	0	0	0	1	1	0	0	0	2.2	0
CALN1	2	2	0	2	0	18	4	7	20	0.0975609756097561	0	0.2	0.05635
CALR	2	1	0	1	0	3	0	0	5	0.181818181818182	0	0	0
CALR3	0	0	0	0	0	3	0	0	3	0	0	0	0
CALU	0	1	0	1	0	3	1	1	3	0.285714285714286	0	0.314285714285714	0
CALY	0	0	0	0	0	1	0	0	1	0	0	0	0
CAMK1	1	0	0	0	0	1	0	0	2	0	0	0	0.028513
CAMK1D	0	1	0	1	0	5	0	0	5	0.181818181818182	0	0	0
CAMK1G	1	0	0	0	0	6	0	3	7	0	0	0	0.041059
CAMK2A	0	0	0	0	0	9	1	1	9	0	0	0.115789473684211	0
CAMK2B	1	0	0	0	0	13	0	1	14	0	0	0	0.022105
CAMK2D	1	0	0	0	0	5	1	1	6	0	0	0.169230769230769	0.019858
CAMK2G	0	0	0	0	0	4	0	1	4	0	0	0	0
CAMK4	1	0	0	0	0	7	1	3	8	0	0	0.129411764705882	0.011237
CAMKK1	0	0	0	0	0	6	0	0	6	0	0	0	0
CAMKK2	1	1	0	1	0	4	0	0	5	0.181818181818182	0	0	0.052325
CAMKV	1	0	0	0	0	2	0	0	3	0	0	0	0.024913
CAMLG	1	0	0	0	0	3	0	2	4	0	0	0	0.054115
CAMP	0	0	0	0	0	2	0	0	2	0	0	0	0
CAMSAP1	0	0	0	0	0	2	2	5	2	0	0	0.84	0.01463
CAMSAP1L1	1	0	0	0	0	11	2	3	12	0	0	0.168	0
CAMTA1	3	0	0	0	0	22	7	9	25	0	0	0.27843137254902	0.033674
CAMTA2	1	0	0	0	0	8	1	2	9	0	0	0.115789473684211	0.021696
CAND1	0	0	0	0	0	6	4	4	6	0	0	0.630769230769231	0.019858
CAND2	2	0	0	0	0	3	0	1	5	0	0	0	0.008909
CANT1	2	0	0	0	0	4	2	2	6	0	0	0.323076923076923	0.019858
CANX	1	0	0	0	0	5	1	2	6	0	0	0.169230769230769	0.023427
CAP1	0	0	0	0	0	3	2	2	3	0	0	0.6	0
CAP2	0	0	0	0	0	8	1	1	8	0	0	0.129411764705882	0.041738
CAPG	2	1	0	1	0	5	0	0	7	0.133333333333333	0	0	0.023427
CAPN1	0	0	0	0	0	10	0	2	10	0	0	0	0.030717
CAPN10	2	0	0	0	0	4	3	5	6	0	0	0.476923076923077	0
CAPN11	0	0	0	0	0	4	2	2	4	0	0	0.466666666666667	0
CAPN12	0	0	0	0	0	1	1	1	1	0	0	0.733333333333333	0
CAPN13	2	0	0	0	0	13	2	4	15	0	0	0.135483870967742	0.020922
CAPN2	1	0	0	0	0	8	1	2	9	0	0	0.115789473684211	0.029576
CAPN3	1	0	0	0	0	11	5	8	12	0	0	0.408	0.051769
CAPN5	0	2	0	2	0	7	0	0	7	0.266666666666667	0	0	0.028513
CAPN6	3	0	0	0	1	21	4	6	24	0	0.0408163265306122	0.16734693877551	0.040398
CAPN7	0	0	0	0	0	7	0	0	7	0	0	0	0
CAPN9	1	1	0	1	0	16	0	0	17	0.0571428571428571	0	0	0.023427
CAPNS1	0	0	0	0	0	7	0	0	7	0	0	0	0
CAPNS2	0	0	0	0	0	0	1	1	0	0	0	2.2	0
CAPRIN1	0	0	0	0	0	7	1	1	7	0	0	0.146666666666667	0.015822
CAPRIN2	4	1	0	1	0	13	2	2	17	0.0571428571428571	0	0.12	0.035326
CAPS	0	0	0	0	0	2	0	0	2	0	0	0	0
CAPS2	0	0	0	0	0	6	1	1	6	0	0	0.169230769230769	0.028513
CAPSL	2	0	0	0	0	10	1	2	12	0	0	0.088	0.0347
CAPZA1	0	1	0	1	0	2	0	1	2	0.4	0	0	0
CAPZA2	0	0	0	0	0	3	0	0	3	0	0	0	0
CAPZA3	1	1	0	1	0	2	0	1	3	0.285714285714286	0	0	0.074578
CAPZB	0	0	0	0	0	6	0	1	6	0	0	0	0.03625
CARD10	0	0	0	0	0	7	0	2	7	0	0	0	0.015203
CARD11	1	0	0	0	0	18	1	5	19	0	0	0.0564102564102564	0.044033
CARD14	2	0	0	0	0	5	1	1	7	0	0	0.146666666666667	0.013143
CARD16	1	0	0	0	0	1	0	0	2	0	0	0	0
CARD18	1	1	0	1	0	3	0	0	4	0.222222222222222	0	0	0
CARD6	7	0	0	0	0	10	3	6	17	0	0	0.177142857142857	0.016973
CARD8	0	0	0	0	0	3	3	4	3	0	0	0.885714285714286	0
CARD9	0	0	0	0	0	2	0	0	2	0	0	0	0.019858
CARHSP1	0	0	0	0	0	0	0	1	0	0	0	0	0
CARKD	0	0	0	0	0	7	0	2	7	0	0	0	0.086472
CARM1	0	0	0	0	0	3	0	1	3	0	0	0	0.028513
CARNS1	0	1	0	1	0	1	1	1	1	0.666666666666667	0	0.733333333333333	0
CARS	0	2	0	2	0	16	0	6	16	0.121212121212121	0	0	0
CARS2	0	1	0	1	0	3	0	0	3	0.285714285714286	0	0	0
CARTPT	0	0	0	0	0	2	0	1	2	0	0	0	0
CASC1	0	0	0	0	0	5	0	0	5	0	0	0	0.013604
CASC3	0	0	0	0	0	4	0	0	4	0	0	0	0
CASC4	0	0	0	0	0	4	2	3	4	0	0	0.466666666666667	0
CASC5	0	0	0	0	0	10	3	7	10	0	0	0.295238095238095	0.006298
CASD1	0	0	0	0	1	8	5	7	8	0	0.117647058823529	0.6	0
CASK	2	1	0	1	0	14	0	1	16	0.0606060606060606	0	0	0.013604
CASKIN1	1	1	0	1	1	5	0	0	6	0.153846153846154	0.153846153846154	0	0.027845
CASKIN2	0	0	0	0	0	3	1	2	3	0	0	0.314285714285714	0
CASP1	1	1	0	1	0	18	0	0	19	0.0512820512820513	0	0	0
CASP10	0	0	0	0	0	6	1	4	6	0	0	0.169230769230769	0.019858
CASP14	2	0	0	0	0	4	1	1	6	0	0	0.169230769230769	0.085702
CASP2	1	1	0	1	0	5	0	0	6	0.153846153846154	0	0	0.033269
CASP4	1	0	0	0	0	5	2	3	6	0	0	0.323076923076923	0.0347
CASP5	1	1	0	1	0	8	3	3	9	0.105263157894737	0	0.326315789473684	0.015203
CASP7	1	0	0	0	0	6	1	2	7	0	0	0.146666666666667	0
CASP8	2	2	0	2	0	6	0	0	8	0.235294117647059	0	0	0.04699
CASP8AP2	1	0	0	0	0	6	2	7	7	0	0	0.28	0.022105
CASP9	2	0	0	0	0	2	2	2	4	0	0	0.466666666666667	0
CASQ1	0	0	0	0	0	7	1	1	7	0	0	0.146666666666667	0
CASQ2	0	0	0	0	0	9	2	3	9	0	0	0.221052631578947	0.015203
CASR	3	0	0	0	0	10	9	13	13	0	0	0.674074074074074	0.042851
CASS4	6	0	0	0	0	18	2	8	24	0	0	0.0857142857142857	0.03578
CAST	0	1	0	1	0	6	2	3	6	0.153846153846154	0	0.323076923076923	0.028513
CASZ1	2	0	0	0	1	9	3	3	11	0	0.0869565217391304	0.269565217391304	0.025314
CAT	0	0	0	0	0	3	0	1	3	0	0	0	0.018021
