Gene	Silent	Nonsense	Frameshift	LOF	Splice	Missense.Benign	Missense.Damaging	Missense.total	Benign	LOF.TO.Benign.Ratio	Splice.TO.Benign.Ratio	Missense.Damaging.TO.Benign.Ratio	Entropy.Score
C7orf25	6	1	1	2	1	16	5	13	22	0.0909090909090909	0.0454545454545455	0.239669421487603	0
C7orf26	8	2	0	2	0	15	9	14	23	0.0873015873015873	0	0.388888888888889	0
C7orf31	6	0	0	0	0	13	9	17	19	0	0	0.462264150943396	0
C7orf33	5	1	0	1	1	13	10	19	18	0.0594059405940594	0.0544554455445545	0.534653465346535	0.018896
C7orf34	4	2	0	2	0	11	2	8	15	0.127906976744186	0	0.162790697674419	0
C7orf43	8	0	0	0	2	11	9	11	19	0	0.0990566037735849	0.462264150943396	0.030717
C7orf49	4	0	1	1	0	9	2	8	13	0.0789473684210526	0	0.184210526315789	0
C7orf50	3	1	3	4	0	11	6	9	14	0.259259259259259	0	0.419753086419753	0.03625
C7orf55	0	1	0	1	0	2	0	1	2	0.285714285714286	0	0	0
C7orf57	7	1	0	1	1	16	9	16	23	0.0476190476190476	0.0436507936507937	0.388888888888889	0.039755
C7orf60	6	5	1	6	1	21	18	27	27	0.212328767123288	0.0376712328767123	0.643835616438356	0.025727
C7orf61	2	1	0	1	1	7	1	4	9	0.107142857142857	0.0982142857142857	0.160714285714286	0
C7orf62	8	2	2	4	0	22	16	26	30	0.130434782608696	0	0.521739130434783	0.026595
C7orf65	4	0	2	2	1	10	2	6	14	0.135802469135802	0.0679012345679012	0.172839506172839	0
C7orf66	6	1	1	2	0	11	1	5	17	0.114583333333333	0	0.09375	0
C7orf69	1	0	0	0	1	2	1	1	3	0	0.211538461538462	0.346153846153846	0
C7orf71	1	0	1	1	0	3	0	0	4	0.193548387096774	0	0	0
C7orf72	0	0	0	0	1	4	3	6	4	0	0.17741935483871	0.612903225806452	0
C7orf76	0	0	0	0	0	0	1	1	0	0	0	0.818181818181818	0
C8A	21	4	0	4	4	54	18	45	75	0.0544041450777202	0.0531088082901554	0.243523316062176	0.03625
C8B	16	4	0	4	3	50	34	64	66	0.06158357771261	0.0454545454545455	0.510263929618768	0.051573
C8G	4	0	0	0	1	6	2	3	10	0	0.0901639344262295	0.229508196721311	0
C8orf22	3	1	0	1	2	15	2	10	18	0.0594059405940594	0.103960396039604	0.138613861386139	0.054115
C8orf31	6	1	0	1	0	15	1	11	21	0.0517241379310345	0	0.0775862068965517	0.030717
C8orf33	3	1	1	2	0	5	4	4	8	0.215686274509804	0	0.470588235294118	0
C8orf34	7	8	1	9	9	37	30	46	44	0.199134199134199	0.196969696969697	0.666666666666667	0.022969
C8orf37	0	0	0	0	0	4	9	12	4	0	0	1.58064516129032	0
C8orf4	5	1	0	1	0	8	1	4	13	0.0789473684210526	0	0.118421052631579	0
C8orf44	3	0	0	0	0	7	0	4	10	0	0	0	0
C8orf46	4	0	0	0	0	7	3	7	11	0	0	0.287878787878788	0.043891
C8orf48	1	0	0	0	0	3	2	4	4	0	0	0.451612903225806	0
C8orf58	7	0	0	0	0	10	6	10	17	0	0	0.354166666666667	0
C8orf59	0	0	0	0	0	1	1	2	1	0	0	0.5625	0
C8orf74	11	1	1	2	0	18	2	6	29	0.0705128205128205	0	0.0897435897435897	0
C8orf76	3	1	0	1	0	6	6	7	9	0.107142857142857	0	0.607142857142857	0
C8orf82	1	0	0	0	0	1	1	1	2	0	0	0.428571428571429	0
C8orf86	2	1	1	2	1	8	5	8	10	0.180327868852459	0.0901639344262295	0.475409836065574	0
C9	8	3	2	5	2	34	21	44	42	0.117647058823529	0.0475113122171946	0.493212669683258	0.08289
C9orf106	1	0	0	0	0	6	1	7	7	0	0	0.195652173913043	0
C9orf114	4	1	2	3	1	10	5	7	14	0.197530864197531	0.0679012345679012	0.358024691358025	0
C9orf116	3	0	0	0	0	6	3	6	9	0	0	0.339285714285714	0
C9orf117	3	0	1	1	0	9	1	7	12	0.0845070422535211	0	0.126760563380282	0
C9orf129	1	0	0	0	1	5	2	5	6	0	0.134146341463415	0.341463414634146	0
C9orf131	10	2	0	2	1	39	8	41	49	0.04296875	0.021484375	0.171875	0.009119
C9orf135	6	1	0	1	4	16	11	16	22	0.0495867768595041	0.169421487603306	0.487603305785124	0
C9orf139	0	1	0	1	0	4	2	5	4	0.193548387096774	0	0.451612903225806	0
C9orf142	2	0	0	0	0	6	1	4	8	0	0	0.176470588235294	0
C9orf152	6	1	0	1	0	19	2	14	25	0.0441176470588235	0	0.102941176470588	0
C9orf153	1	0	0	0	1	3	0	2	4	0	0.17741935483871	0	0
C9orf156	6	0	0	0	0	12	10	16	18	0	0	0.534653465346535	0
C9orf16	2	1	0	1	0	4	0	1	6	0.146341463414634	0	0	0
C9orf163	3	1	0	1	0	8	2	7	11	0.0909090909090909	0	0.212121212121212	0
C9orf170	3	0	0	0	0	6	2	5	9	0	0	0.25	0
C9orf171	13	1	0	1	1	24	17	29	37	0.0306122448979592	0.0280612244897959	0.454081632653061	0.03421
C9orf172	2	0	1	1	0	11	3	13	13	0.0789473684210526	0	0.25	0.026595
C9orf173	2	0	1	1	1	7	6	8	9	0.107142857142857	0.0982142857142857	0.607142857142857	0
C9orf24	2	2	1	3	0	7	3	5	9	0.285714285714286	0	0.339285714285714	0
C9orf3	7	0	1	1	1	20	19	31	27	0.0410958904109589	0.0376712328767123	0.678082191780822	0.039626
C9orf40	0	1	0	1	0	2	0	1	2	0.285714285714286	0	0	0
C9orf41	5	3	0	3	3	17	7	13	22	0.132231404958678	0.128099173553719	0.322314049586777	0
C9orf43	6	1	0	1	1	20	10	18	26	0.0425531914893617	0.0390070921985816	0.382978723404255	0.019858
C9orf47	3	0	0	0	0	10	1	8	13	0	0	0.118421052631579	0
C9orf50	5	2	0	2	0	10	5	9	15	0.127906976744186	0	0.337209302325581	0
C9orf57	0	0	0	0	0	1	3	4	1	0	0	1.1875	0.058892
C9orf62	0	0	0	0	0	1	0	1	1	0	0	0	0
C9orf64	7	1	0	1	0	14	5	11	21	0.0517241379310345	0	0.25	0.030717
C9orf66	4	0	1	1	0	9	5	9	13	0.0789473684210526	0	0.381578947368421	0
C9orf69	0	0	0	0	0	4	0	4	4	0	0	0	0
C9orf72	8	1	1	2	0	18	9	18	26	0.0780141843971631	0	0.347517730496454	0
C9orf78	3	1	1	2	1	8	4	6	11	0.166666666666667	0.0833333333333333	0.363636363636364	0
C9orf84	7	2	4	6	1	34	22	42	41	0.143518518518519	0.025462962962963	0.527777777777778	0
C9orf85	2	3	1	4	0	6	3	5	8	0.411764705882353	0	0.372549019607843	0
C9orf89	5	0	0	0	0	6	6	7	11	0	0	0.515151515151515	0
C9orf9	1	1	0	1	1	5	6	8	6	0.146341463414634	0.134146341463415	0.829268292682927	0
C9orf91	6	2	1	3	0	15	6	12	21	0.137931034482759	0	0.293103448275862	0
CA1	7	1	1	2	0	15	13	20	22	0.0909090909090909	0	0.570247933884298	0.018021
CA10	15	5	1	6	3	35	32	46	50	0.118773946360153	0.0593869731800766	0.628352490421456	0.022969
CA11	7	1	1	2	2	12	5	6	19	0.10377358490566	0.0990566037735849	0.273584905660377	0
CA12	9	0	0	0	0	16	7	14	25	0	0	0.286764705882353	0
CA13	4	0	1	1	0	9	8	11	13	0.0789473684210526	0	0.578947368421053	0.030717
CA14	7	0	1	1	1	14	9	15	21	0.0517241379310345	0.0474137931034483	0.422413793103448	0
CA2	4	1	0	1	0	18	4	17	22	0.0495867768595041	0	0.198347107438017	0.03793
CA3	13	1	0	1	0	23	15	26	36	0.031413612565445	0	0.413612565445026	0.05748
CA4	4	1	0	1	2	14	7	13	18	0.0594059405940594	0.103960396039604	0.386138613861386	0
CA5A	6	0	0	0	0	10	0	4	16	0	0	0	0
CA5B	2	0	0	0	0	8	3	9	10	0	0	0.311475409836066	0
CA6	14	0	1	1	1	22	13	21	36	0.031413612565445	0.0287958115183246	0.361256544502618	0
CA7	6	0	0	0	0	7	1	3	13	0	0	0.118421052631579	0
CA8	6	2	0	2	2	13	11	14	19	0.10377358490566	0.0990566037735849	0.556603773584906	0.024913
CA9	9	3	0	3	1	25	10	23	34	0.0883977900552486	0.0303867403314917	0.298342541436464	0
CAAP1	5	2	0	2	0	12	1	5	17	0.114583333333333	0	0.09375	0
CAB39	1	3	0	3	0	10	3	9	11	0.242424242424242	0	0.287878787878788	0
CAB39L	5	2	1	3	1	13	5	10	18	0.158415841584158	0.0544554455445545	0.287128712871287	0.033269
CABIN1	33	2	2	4	1	63	36	65	96	0.0427698574338086	0.0112016293279022	0.374745417515275	0.01673
CABLES1	3	0	1	1	3	12	6	9	15	0.0697674418604651	0.180232558139535	0.395348837209302	0
CABLES2	9	1	0	1	0	14	7	10	23	0.0476190476190476	0	0.30952380952381	0
CABP1	5	0	1	1	0	9	4	7	14	0.0740740740740741	0	0.296296296296296	0
CABP2	3	0	1	1	0	10	9	15	13	0.0789473684210526	0	0.644736842105263	0.023427
CABP4	10	3	0	3	0	25	6	19	35	0.0860215053763441	0	0.182795698924731	0.047038
CABP5	5	1	0	1	0	10	11	16	15	0.0697674418604651	0	0.686046511627907	0.039755
CABP7	1	0	0	0	1	5	4	8	6	0	0.134146341463415	0.585365853658537	0.039755
CABS1	11	2	2	4	0	38	15	40	49	0.08203125	0	0.30859375	0.018021
CABYR	5	4	1	5	2	16	8	12	21	0.224137931034483	0.0905172413793103	0.379310344827586	0
CACFD1	3	0	0	0	2	5	3	4	8	0	0.205882352941176	0.372549019607843	0
CACHD1	18	1	1	2	5	36	43	54	54	0.0391459074733096	0.0907473309608541	0.779359430604982	0.025727
CACNA1A	52	9	3	12	4	100	62	95	152	0.0791180285343709	0.0265888456549935	0.407263294422827	0.015353
CACNA1B	56	5	5	10	9	94	68	94	150	0.0670170827858081	0.0597897503285151	0.45203679369251	0.019081
CACNA1C	79	10	3	13	10	126	112	146	205	0.0637065637065637	0.0487451737451737	0.544401544401544	0.033283
CACNA1D	34	6	3	9	6	70	65	89	104	0.0866290018832392	0.0574387947269303	0.619585687382297	0.049154
CACNA1E	96	10	5	15	14	168	169	230	264	0.0570999248685199	0.0529676934635612	0.63786626596544	0.050159
CACNA1F	32	4	1	5	8	72	59	92	104	0.0489642184557439	0.076271186440678	0.563088512241055	0.023196
CACNA1G	44	5	3	8	6	96	45	88	140	0.0576652601969058	0.0428973277074543	0.322081575246132	0.012712
CACNA1H	30	4	3	7	5	65	42	70	95	0.0740740740740741	0.0524691358024691	0.440329218106996	0.010621
CACNA1I	44	3	0	3	5	71	55	80	115	0.0273037542662116	0.0435153583617747	0.476109215017065	0.01393
CACNA1S	56	3	5	8	10	105	75	112	161	0.0502450980392157	0.0618872549019608	0.464460784313726	0.042448
CACNA2D1	17	8	1	9	15	78	57	97	95	0.0946502057613169	0.155349794238683	0.594650205761317	0.031251
CACNA2D2	16	0	2	2	1	30	23	37	46	0.045643153526971	0.0228215767634855	0.493775933609958	0
CACNA2D3	35	6	2	8	7	72	53	77	107	0.0750915750915751	0.065018315018315	0.492673992673993	0.071427
CACNA2D4	28	4	2	6	4	51	26	44	79	0.0763546798029557	0.0504926108374384	0.330049261083744	0.016493
CACNB1	13	2	0	2	1	23	20	25	36	0.0575916230366492	0.0287958115183246	0.544502617801047	0.01463
CACNB2	14	1	4	5	1	32	30	44	46	0.107883817427386	0.0228215767634855	0.639004149377593	0.031319
CACNB3	8	0	0	0	1	17	7	15	25	0	0.0404411764705882	0.286764705882353	0.023427
CACNB4	5	5	0	5	5	18	16	21	23	0.206349206349206	0.202380952380952	0.666666666666667	0
CACNG1	4	0	0	0	1	9	3	7	13	0	0.0723684210526316	0.25	0
CACNG2	13	1	2	3	4	25	6	14	38	0.0796019900497512	0.101990049751244	0.169154228855721	0.024913
CACNG3	21	4	0	4	2	38	36	49	59	0.0686274509803922	0.0343137254901961	0.601307189542484	0.12586
CACNG4	15	1	1	2	0	26	12	21	41	0.0509259259259259	0	0.296296296296296	0.031945
CACNG5	15	0	1	1	0	28	14	25	43	0.0265486725663717	0	0.327433628318584	0.01463
CACNG6	11	2	0	2	2	24	11	23	35	0.0591397849462366	0.0564516129032258	0.317204301075269	0.063809
CACNG7	14	1	0	1	2	24	23	31	38	0.0298507462686567	0.0522388059701493	0.592039800995025	0.022747
CACNG8	10	0	0	0	0	16	8	16	26	0	0	0.312056737588652	0
CACTIN	8	2	0	2	1	19	11	18	27	0.0753424657534247	0.0376712328767123	0.404109589041096	0.048728
CACUL1	5	1	3	4	2	16	7	11	21	0.181034482758621	0.0905172413793103	0.336206896551724	0
CACYBP	2	1	1	2	0	5	2	4	7	0.239130434782609	0	0.304347826086957	0
CAD	37	6	2	8	0	69	58	89	106	0.0757855822550832	0	0.543438077634011	0.020062
CADM1	11	0	0	0	1	20	18	27	31	0	0.0331325301204819	0.566265060240964	0.025727
CADM2	13	2	2	4	2	47	34	70	60	0.067524115755627	0.0337620578778135	0.559485530546624	0.020376
CADM3	18	4	1	5	1	36	25	39	54	0.0925266903914591	0.0195729537366548	0.459074733096085	0.059639
CADM4	7	2	1	3	3	16	6	9	23	0.126984126984127	0.123015873015873	0.26984126984127	0.03625
CADPS	27	7	1	8	6	71	61	94	98	0.0818363273453094	0.060878243512974	0.616766467065868	0.040931
CADPS2	19	4	3	7	3	39	43	56	58	0.119601328903654	0.0514950166112957	0.727574750830565	0.006737
CAGE1	6	3	0	3	1	19	11	23	25	0.117647058823529	0.0404411764705882	0.433823529411765	0
CALB1	0	1	0	1	2	8	6	11	8	0.117647058823529	0.205882352941176	0.666666666666667	0
CALB2	12	2	1	3	1	22	12	17	34	0.0883977900552486	0.0303867403314917	0.353591160220994	0.020922
CALCA	4	0	0	0	1	13	2	10	17	0	0.0572916666666667	0.145833333333333	0
CALCB	4	0	0	0	0	7	3	6	11	0	0	0.287878787878788	0.048728
CALCOCO1	14	4	2	6	2	33	20	33	47	0.126016260162602	0.0426829268292683	0.422764227642276	0.011237
CALCOCO2	6	1	0	1	0	12	3	9	18	0.0594059405940594	0	0.188118811881188	0
CALCR	21	7	1	8	3	65	18	50	86	0.0929705215419501	0.0351473922902494	0.213151927437642	0.053723
CALCRL	10	0	1	1	2	26	17	34	36	0.031413612565445	0.0549738219895288	0.465968586387435	0.05332
CALD1	12	1	2	3	3	28	30	41	40	0.0758293838862559	0.0734597156398104	0.729857819905213	0.009119
CALHM1	10	2	1	3	0	18	3	8	28	0.105960264900662	0	0.125827814569536	0.039755
CALHM2	7	1	1	2	0	17	8	15	24	0.083969465648855	0	0.33587786259542	0.023427
CALHM3	2	0	0	0	0	2	2	4	4	0	0	0.451612903225806	0
CALM1	2	1	0	1	0	7	3	7	9	0.107142857142857	0	0.339285714285714	0.043891
CALM2	1	0	0	0	1	5	2	6	6	0	0.134146341463415	0.341463414634146	0
CALM3	1	0	0	0	0	2	0	2	3	0	0	0	0
CALML3	1	0	0	0	0	6	5	11	7	0	0	0.630434782608696	0.030717
CALML4	1	0	0	0	0	6	5	9	7	0	0	0.630434782608696	0
CALML5	6	1	0	1	0	14	4	11	20	0.0540540540540541	0	0.216216216216216	0.030717
CALML6	2	0	0	0	0	5	2	5	7	0	0	0.304347826086957	0
CALN1	16	4	0	4	1	44	18	42	60	0.067524115755627	0.0176848874598071	0.302250803858521	0.05635
CALR	9	1	1	2	2	21	4	11	30	0.0683229813664596	0.0652173913043478	0.149068322981366	0
CALR3	8	1	0	1	1	17	11	18	25	0.0441176470588235	0.0404411764705882	0.433823529411765	0
CALU	5	1	0	1	0	10	3	7	15	0.0697674418604651	0	0.22093023255814	0
CALY	1	0	0	0	1	4	3	4	5	0	0.152777777777778	0.527777777777778	0
CAMK1	8	1	0	1	0	13	9	12	21	0.0517241379310345	0	0.422413793103448	0.028513
CAMK1D	10	2	1	3	1	22	18	27	32	0.0935672514619883	0.0321637426900585	0.549707602339181	0
CAMK1G	12	1	0	1	0	24	10	23	36	0.031413612565445	0	0.282722513089005	0.041059
CAMK2A	13	0	0	0	2	18	12	16	31	0	0.0632530120481928	0.385542168674699	0
CAMK2B	8	0	2	2	3	17	13	16	25	0.0808823529411765	0.113970588235294	0.507352941176471	0.022105
CAMK2D	6	1	0	1	2	14	11	18	20	0.0540540540540541	0.0945945945945946	0.531531531531532	0.019858
CAMK2G	10	1	0	1	4	17	9	12	27	0.0410958904109589	0.14041095890411	0.335616438356164	0
CAMK2N1	1	0	0	0	0	2	1	2	3	0	0	0.346153846153846	0
CAMK2N2	1	1	0	1	0	2	0	0	3	0.230769230769231	0	0	0
CAMK4	16	2	1	3	1	29	24	33	45	0.0677966101694915	0.0233050847457627	0.525423728813559	0.011237
CAMKK1	9	0	1	1	0	19	7	17	28	0.0397350993377483	0	0.258278145695364	0
CAMKK2	11	1	1	2	3	23	15	23	34	0.0607734806629834	0.0856353591160221	0.43646408839779	0.052325
CAMKMT	3	0	0	0	2	7	2	4	10	0	0.172131147540984	0.229508196721311	0
CAMKV	8	1	4	5	2	27	17	29	35	0.139784946236559	0.0564516129032258	0.478494623655914	0.024913
CAMLG	5	0	0	0	2	12	1	5	17	0	0.109375	0.09375	0.054115
CAMP	3	0	0	0	1	4	5	5	7	0	0.119565217391304	0.630434782608696	0
CAMSAP1	22	4	2	6	0	47	25	51	69	0.0870786516853933	0	0.362359550561798	0.01463
CAMSAP2	10	4	6	10	1	40	28	49	50	0.195402298850575	0.0210727969348659	0.551724137931034	0.014911
CAMSAP3	16	3	3	6	1	28	29	35	44	0.134199134199134	0.0238095238095238	0.645021645021645	0
CAMTA1	45	3	2	5	6	86	47	87	131	0.039039039039039	0.0457957957957958	0.358858858858859	0.033674
CAMTA2	11	3	2	5	1	35	29	49	46	0.107883817427386	0.0228215767634855	0.618257261410788	0.021696
CAND1	12	2	1	3	1	38	27	54	50	0.0613026819923372	0.0210727969348659	0.532567049808429	0.019858
CAND2	15	2	0	2	1	44	15	42	59	0.0359477124183007	0.0179738562091503	0.258169934640523	0.008909
CANT1	14	3	0	3	0	22	13	18	36	0.0837696335078534	0	0.361256544502618	0.019858
CANX	8	3	0	3	0	18	8	15	26	0.113475177304965	0	0.312056737588652	0.023427
CAP1	2	1	1	2	0	11	6	13	13	0.144736842105263	0	0.447368421052632	0
CAP2	12	1	0	1	1	26	17	30	38	0.0298507462686567	0.027363184079602	0.442786069651741	0.041738
CAPG	5	2	2	4	3	15	10	15	20	0.189189189189189	0.13963963963964	0.486486486486487	0.023427
CAPN1	6	0	3	3	2	19	10	22	25	0.117647058823529	0.0772058823529412	0.397058823529412	0.030717
CAPN10	13	0	0	0	2	21	15	25	34	0	0.0580110497237569	0.43646408839779	0
CAPN11	7	3	1	4	2	20	14	21	27	0.143835616438356	0.0719178082191781	0.506849315068493	0
CAPN12	11	0	0	0	2	19	13	19	30	0	0.0652173913043478	0.428571428571429	0
CAPN13	18	2	1	3	3	47	10	34	65	0.0476190476190476	0.0461309523809524	0.160714285714286	0.020922
CAPN14	3	0	0	0	0	4	1	2	7	0	0	0.195652173913043	0
CAPN15	11	0	3	3	1	22	23	28	33	0.0909090909090909	0.03125	0.676136363636364	0.013143
CAPN2	13	1	1	2	1	22	17	23	35	0.0591397849462366	0.0295698924731183	0.478494623655914	0.029576
CAPN3	14	1	0	1	4	34	25	41	48	0.0239043824701195	0.0816733067729083	0.51394422310757	0.051769
CAPN5	12	4	0	4	1	24	15	24	36	0.109947643979058	0.0287958115183246	0.413612565445026	0.028513
CAPN6	16	4	1	5	1	41	29	47	57	0.0878378378378378	0.0185810810810811	0.503378378378378	0.040398
CAPN7	5	3	0	3	2	17	12	21	22	0.132231404958678	0.0867768595041322	0.528925619834711	0
CAPN8	2	0	1	1	1	4	4	4	6	0.146341463414634	0.134146341463415	0.585365853658537	0
CAPN9	7	1	0	1	3	18	22	30	25	0.0441176470588235	0.113970588235294	0.838235294117647	0.023427
CAPNS1	6	2	0	2	0	9	6	6	15	0.127906976744186	0	0.395348837209302	0
CAPNS2	4	0	0	0	0	9	3	8	13	0	0	0.25	0
CAPRIN1	4	3	1	4	1	20	12	23	24	0.16030534351145	0.0419847328244275	0.488549618320611	0.015822
CAPRIN2	12	6	0	6	3	32	23	35	44	0.134199134199134	0.0670995670995671	0.515151515151515	0.035326
CAPS	5	0	0	0	0	9	4	6	14	0	0	0.296296296296296	0
CAPS2	4	2	0	2	4	20	13	24	24	0.083969465648855	0.156488549618321	0.526717557251908	0.028513
CAPSL	5	2	1	3	2	17	11	19	22	0.132231404958678	0.0867768595041322	0.487603305785124	0.0347
CAPZA1	3	1	1	2	2	9	2	4	12	0.154929577464789	0.147887323943662	0.197183098591549	0
CAPZA2	2	1	0	1	0	6	3	6	8	0.117647058823529	0	0.372549019607843	0
CAPZA3	9	5	0	5	0	20	12	19	29	0.166666666666667	0	0.41025641025641	0.074578
CAPZB	5	0	1	1	0	8	7	9	13	0.0789473684210526	0	0.513157894736842	0.03625
CARD10	9	3	3	6	2	27	14	24	36	0.162303664921466	0.0549738219895288	0.387434554973822	0.015203
CARD11	43	2	1	3	3	103	46	108	146	0.0215924426450742	0.0209176788124157	0.315789473684211	0.044033
CARD14	10	1	2	3	4	35	10	28	45	0.0677966101694915	0.086864406779661	0.228813559322034	0.013143
CARD16	1	0	0	0	2	9	3	8	10	0	0.172131147540984	0.311475409836066	0
CARD17	2	0	0	0	0	8	0	7	10	0	0	0	0
CARD18	3	3	0	3	0	9	4	6	12	0.225352112676056	0	0.338028169014085	0
CARD6	20	6	1	7	0	67	22	64	87	0.0807174887892377	0	0.255605381165919	0.016973
CARD8	3	1	2	3	0	12	8	14	15	0.186046511627907	0	0.511627906976744	0
CARD9	8	0	1	1	0	19	8	18	27	0.0410958904109589	0	0.301369863013699	0.019858
CARF	8	0	0	0	1	24	13	29	32	0	0.0321637426900585	0.403508771929825	0.012712
CARHSP1	1	0	0	0	1	4	3	5	5	0	0.152777777777778	0.527777777777778	0
CARKD	5	1	0	1	2	13	7	13	18	0.0594059405940594	0.103960396039604	0.386138613861386	0.086472
CARM1	8	0	2	2	1	20	13	24	28	0.0728476821192053	0.0364238410596027	0.456953642384106	0.028513
CARNS1	6	1	1	2	0	16	11	18	22	0.0909090909090909	0	0.487603305785124	0
CARS	11	2	0	2	2	29	11	23	40	0.052132701421801	0.0497630331753555	0.279620853080569	0
CARS2	4	1	2	3	1	15	8	14	19	0.150943396226415	0.0518867924528302	0.415094339622642	0
CARTPT	4	0	0	0	0	7	2	4	11	0	0	0.212121212121212	0
CASC1	16	3	0	3	3	32	17	27	48	0.0637450199203187	0.0617529880478088	0.354581673306773	0.013604
CASC10	1	0	0	0	0	4	0	4	5	0	0	0	0
CASC3	8	3	1	4	1	15	11	15	23	0.166666666666667	0.0436507936507937	0.468253968253968	0
CASC4	4	1	0	1	2	12	7	13	16	0.0659340659340659	0.115384615384615	0.428571428571429	0
CASC5	7	8	3	11	2	49	25	60	56	0.192439862542955	0.0360824742268041	0.443298969072165	0.006298
CASD1	9	1	1	2	3	21	17	25	30	0.0683229813664596	0.0962732919254658	0.552795031055901	0
CASK	13	5	3	8	2	38	12	27	51	0.154135338345865	0.0394736842105263	0.240601503759398	0.013604
CASKIN1	18	3	3	6	1	34	25	37	52	0.114391143911439	0.0202952029520295	0.476014760147601	0.027845
CASKIN2	10	0	1	1	2	32	20	37	42	0.0271493212669683	0.0475113122171946	0.470588235294118	0
CASP1	1	3	1	4	3	10	13	16	11	0.318181818181818	0.234848484848485	1.04545454545455	0
CASP10	13	5	2	7	1	31	8	18	44	0.155844155844156	0.0238095238095238	0.19047619047619	0.019858
CASP12	0	0	0	0	0	1	3	4	1	0	0	1.1875	0
CASP14	8	4	0	4	1	22	6	19	30	0.130434782608696	0.0341614906832298	0.211180124223602	0.085702
CASP2	7	0	1	1	0	17	10	20	24	0.0458015267175573	0	0.412213740458015	0.033269
CASP3	4	3	0	3	1	10	4	7	14	0.197530864197531	0.0679012345679012	0.296296296296296	0
CASP4	8	0	1	1	1	15	12	19	23	0.0476190476190476	0.0436507936507937	0.507936507936508	0.0347
CASP5	6	2	1	3	6	27	11	24	33	0.0909090909090909	0.173295454545455	0.335227272727273	0.015203
CASP6	3	2	1	3	0	12	3	9	15	0.186046511627907	0	0.22093023255814	0.03625
CASP7	2	0	0	0	1	8	7	12	10	0	0.0901639344262295	0.639344262295082	0
CASP8	5	28	4	32	7	54	37	46	59	0.526143790849673	0.116013071895425	0.617647058823529	0.04699
CASP8AP2	6	2	1	3	0	20	7	16	26	0.113475177304965	0	0.276595744680851	0.022105
CASP9	7	0	1	1	3	14	12	15	21	0.0517241379310345	0.133620689655172	0.551724137931034	0
CASQ1	10	1	0	1	2	18	9	15	28	0.0397350993377483	0.0695364238410596	0.324503311258278	0
CASQ2	0	1	1	2	1	10	17	24	10	0.180327868852459	0.0901639344262295	1.45901639344262	0.015203
CASR	51	5	2	7	0	87	54	89	138	0.0513552068473609	0	0.390870185449358	0.042851
CASS4	27	2	2	4	1	69	33	72	96	0.0427698574338086	0.0112016293279022	0.344195519348269	0.03578
CAST	10	1	0	1	3	21	18	24	31	0.036144578313253	0.0933734939759036	0.566265060240964	0.028513
CASZ1	33	2	7	9	2	56	41	55	89	0.100877192982456	0.0230263157894737	0.458333333333333	0.025314
CAT	9	0	1	1	6	17	17	20	26	0.0425531914893617	0.216312056737589	0.631205673758865	0.018021
CATIP	10	3	1	4	2	21	7	13	31	0.126506024096386	0.0632530120481928	0.234939759036145	0
CATSPER1	20	0	0	0	4	53	11	42	73	0	0.0545212765957447	0.156914893617021	0.044403
CATSPER2	8	1	0	1	4	19	6	13	27	0.0410958904109589	0.14041095890411	0.232876712328767	0
CATSPER3	3	0	0	0	2	12	8	16	15	0	0.122093023255814	0.511627906976744	0
CATSPER4	11	1	0	1	1	23	14	24	34	0.0331491712707182	0.0303867403314917	0.408839779005525	0.015203
CATSPERB	15	2	1	3	2	49	36	66	64	0.0483383685800604	0.0317220543806647	0.555891238670695	0.016493
CATSPERD	23	4	1	5	1	52	32	56	75	0.0673575129533679	0.0142487046632124	0.424870466321243	0.049099
CATSPERG	14	3	1	4	2	39	27	47	53	0.0760869565217391	0.0380434782608696	0.503623188405797	0
CAV1	3	0	1	1	1	7	6	7	10	0.0983606557377049	0.0901639344262295	0.557377049180328	0
CAV2	0	0	1	1	0	2	0	3	2	0.285714285714286	0	0	0
CAV3	8	0	0	0	0	11	5	8	19	0	0	0.273584905660377	0
CBFA2T2	14	0	0	0	3	21	19	24	35	0	0.0833333333333333	0.532258064516129	0
CBFA2T3	10	1	0	1	1	16	11	17	26	0.0425531914893617	0.0390070921985816	0.418439716312057	0
CBFB	3	6	5	11	3	18	14	17	21	0.482758620689655	0.133620689655172	0.637931034482759	0.03793
CBL	24	6	2	8	4	47	21	34	71	0.112021857923497	0.0560109289617486	0.297814207650273	0.029947
CBLB	16	3	2	5	7	50	37	61	66	0.0762463343108504	0.104105571847507	0.55425219941349	0.006197
CBLC	12	1	1	2	1	22	8	14	34	0.0607734806629834	0.0303867403314917	0.243093922651934	0
CBLL1	3	2	1	3	2	13	12	20	16	0.175824175824176	0.115384615384615	0.703296703296703	0
CBLN1	7	0	1	1	0	11	7	10	18	0.0594059405940594	0	0.386138613861386	0.033269
CBLN2	10	0	1	1	1	17	13	20	27	0.0410958904109589	0.0376712328767123	0.472602739726027	0.033269
CBLN3	3	1	0	1	1	6	4	5	9	0.107142857142857	0.0982142857142857	0.428571428571429	0
CBLN4	11	0	0	0	1	14	21	25	25	0	0.0404411764705882	0.801470588235294	0.038522
CBR1	0	0	2	2	0	9	3	10	9	0.196428571428571	0	0.339285714285714	0
CBR3	5	0	0	0	0	5	3	3	10	0	0	0.311475409836066	0
CBR4	2	0	0	0	0	5	1	3	7	0	0	0.195652173913043	0
