Gene	Silent	Nonsense	Frameshift	LOF	Splice	Missense.Benign	Missense.Damaging	Missense.total	Benign	LOF.TO.Benign.Ratio	Splice.TO.Benign.Ratio	Missense.Damaging.TO.Benign.Ratio	Entropy.Score
ANXA10	5	8	0	8	2	28	15	32	33	0.224932249322493	0.0542005420054201	0.441734417344173	0
ANXA11	11	1	3	4	2	23	12	20	34	0.113456464379947	0.0527704485488127	0.350923482849604	0.018021
ANXA13	4	2	1	3	2	17	17	28	21	0.132530120481928	0.0803212851405622	0.734939759036145	0
ANXA2	6	0	1	1	0	20	6	19	26	0.0434782608695652	0	0.244147157190635	0.03625
ANXA2R	5	1	1	2	0	12	0	5	17	0.110047846889952	0	0	0
ANXA3	9	2	0	2	0	21	12	24	30	0.0678466076696165	0	0.392330383480826	0.022105
ANXA4	8	1	1	2	2	22	14	25	30	0.0678466076696165	0.0589970501474926	0.451327433628319	0
ANXA5	4	1	0	1	1	16	7	17	20	0.0543933054393305	0.0418410041841004	0.347280334728034	0.028513
ANXA6	17	1	1	2	2	39	24	45	56	0.0383973288814691	0.0333889816360601	0.42237061769616	0.077664
ANXA7	10	3	1	4	2	23	21	31	33	0.116531165311653	0.0542005420054201	0.604336043360434	0
ANXA8L1	2	0	0	0	0	2	0	0	4	0	0	0	0
ANXA8L2	2	0	0	0	0	4	1	3	6	0	0	0.232323232323232	0
ANXA9	14	2	0	2	1	27	5	19	41	0.0512249443207127	0.022271714922049	0.140311804008909	0
AOAH	35	10	21	31	3	103	20	60	138	0.220577871740662	0.0211416490486258	0.150105708245243	0.028513
AOC2	20	4	3	7	0	46	20	39	66	0.104434907010014	0	0.304721030042918	0
AOC3	31	3	0	3	0	72	21	64	103	0.0308699719363891	0	0.208606173994387	0.017224
AOX1	40	4	5	9	5	115	55	128	155	0.0585273757079924	0.0314663310258024	0.354310887350535	0.031168
AP1AR	4	2	1	3	1	11	5	11	15	0.174603174603175	0.0529100529100529	0.333333333333333	0
AP1B1	41	5	3	8	0	71	24	48	112	0.0716134598792062	0	0.218291630716135	0.011929
AP1G1	20	8	3	11	0	63	15	53	83	0.130034522439586	0	0.187571921749137	0.019858
AP1G2	9	2	3	5	1	41	28	58	50	0.098330241187384	0.0185528756957328	0.543599257884972	0.031525
AP1M1	16	1	2	3	1	32	14	26	48	0.0635838150289017	0.0192678227360308	0.294797687861272	0.0347
AP1M2	9	2	1	3	2	24	15	26	33	0.0894308943089431	0.0542005420054201	0.441734417344173	0
AP1S1	1	1	4	5	1	12	4	9	13	0.313609467455621	0.0591715976331361	0.313609467455621	0
AP1S2	2	2	1	3	0	8	3	6	10	0.237410071942446	0	0.309352517985611	0
AP1S3	2	1	0	1	0	6	3	8	8	0.109243697478992	0	0.361344537815126	0
AP2A1	21	2	2	4	1	40	27	43	61	0.0662557781201849	0.0154083204930663	0.436055469953775	0.013604
AP2A2	11	2	4	6	1	36	17	37	47	0.1237721021611	0.0196463654223969	0.359528487229863	0
AP2B1	16	4	2	6	1	55	18	53	71	0.0841121495327103	0.0133511348464619	0.257676902536716	0.020922
AP2M1	9	2	2	4	1	35	17	38	44	0.0897703549060543	0.0208768267223382	0.382045929018789	0
AP2S1	10	0	0	0	1	11	2	2	21	0	0.0401606425702811	0.132530120481928	0
AP3B1	16	9	3	12	2	68	25	63	84	0.139931740614334	0.0227531285551763	0.299203640500569	0.009571
AP3B2	34	6	1	7	2	86	29	75	120	0.0589184826472962	0.0161420500403551	0.24455205811138	0
AP3D1	38	0	2	2	4	65	32	54	103	0.0215154349859682	0.0374181478016838	0.311506080449018	0
AP3M1	9	0	0	0	0	17	12	22	26	0	0	0.444816053511706	0
AP3M2	11	1	2	3	0	29	19	34	40	0.0751708428246014	0	0.462414578587699	0
AP3S1	4	0	3	3	1	16	9	17	20	0.138075313807531	0.0418410041841004	0.430962343096234	0
AP3S2	8	0	0	0	0	15	6	14	23	0	0	0.271375464684015	0
AP4B1	14	3	0	3	0	35	28	47	49	0.0623818525519849	0	0.553875236294896	0.015822
AP4E1	10	12	2	14	1	61	31	68	71	0.190921228304406	0.0133511348464619	0.431241655540721	0
AP4M1	10	4	3	7	0	28	17	30	38	0.174224343675418	0	0.436754176610979	0
AP4S1	1	0	0	0	0	4	4	7	5	0	0	0.595505617977528	0
AP5B1	0	0	0	0	0	2	0	2	2	0	0	0	0
AP5M1	10	3	1	4	1	28	15	32	38	0.102625298329356	0.0238663484486874	0.389021479713604	0
AP5S1	5	0	0	0	0	11	2	9	16	0	0	0.165829145728643	0
AP5Z1	20	2	0	2	0	32	23	34	52	0.0411449016100179	0	0.434704830053667	0
APAF1	17	9	3	12	5	57	43	70	74	0.157894736842105	0.0641848523748395	0.568677792041078	0
APBA1	36	1	0	1	2	84	36	82	120	0.0104923325262308	0.0161420500403551	0.301049233252623	0.044403
APBA2	31	4	1	5	1	77	40	85	108	0.0473637176050045	0.00893655049151028	0.369079535299374	0.020922
APBA3	7	1	2	3	1	21	1	13	28	0.103448275862069	0.0313479623824451	0.0721003134796238	0
APBB1	14	3	0	3	1	46	24	58	60	0.0516431924882629	0.0156494522691706	0.395931142410016	0.010621
APBB1IP	26	6	1	7	2	59	43	71	85	0.0821147356580427	0.0224971878515186	0.498312710911136	0.014359
APBB2	26	6	0	6	3	55	22	43	81	0.0742049469964664	0.0353356890459364	0.274440518256773	0
APBB3	10	2	1	3	0	27	9	24	37	0.0806845965770171	0	0.251833740831296	0
APC	48	264	93	357	2	494	121	215	542	0.654515479025463	0.00366367466568969	0.224033705806924	0.009192
APC2	9	1	1	2	0	34	21	46	43	0.0490405117270789	0	0.475479744136461	0
APCDD1	12	0	1	1	0	27	22	39	39	0.0303030303030303	0	0.543123543123543	0.016493
APCDD1L	15	0	0	0	0	33	18	38	48	0	0	0.371868978805395	0.062579
APCS	16	1	1	2	0	28	21	33	44	0.0480167014613779	0	0.465553235908142	0.052325
APEH	9	3	1	4	2	28	7	20	37	0.105134474327628	0.0488997555012225	0.202933985330073	0.030717
APEX1	4	1	3	4	0	18	7	16	22	0.166023166023166	0	0.32046332046332	0.058892
APEX2	12	1	1	2	0	23	17	30	35	0.0591259640102828	0	0.470437017994859	0.017224
APH1A	4	0	0	0	0	9	9	15	13	0	0	0.609467455621302	0.048728
APH1B	4	0	1	1	0	9	10	16	13	0.0769230769230769	0	0.668639053254438	0
API5	9	6	1	7	1	25	20	29	34	0.192612137203166	0.0263852242744063	0.562005277044855	0
APIP	1	2	0	2	1	6	6	9	7	0.211009174311927	0.091743119266055	0.669724770642202	0
APITD1	5	1	0	1	0	12	5	10	17	0.062200956937799	0	0.301435406698565	0
APLF	9	4	2	6	1	41	11	37	50	0.116883116883117	0.0185528756957328	0.228200371057514	0.01463
APLN	0	0	1	1	0	1	0	0	1	0.26530612244898	0	0	0
APLNR	23	3	1	4	0	46	20	44	69	0.0589849108367627	0	0.292181069958848	0.011929
APLP1	26	6	0	6	0	61	34	66	87	0.0693069306930693	0	0.388338833883388	0.032594
APLP2	19	2	1	3	1	42	36	58	61	0.0508474576271186	0.0154083204930663	0.574730354391371	0.013604
APMAP	4	0	0	0	0	15	13	27	19	0	0	0.624454148471616	0
APOA1	3	1	0	1	0	13	6	18	16	0.0653266331658292	0	0.366834170854271	0
APOA1BP	8	0	1	1	1	13	6	9	21	0.0522088353413655	0.0401606425702811	0.293172690763052	0
APOA2	8	1	0	1	0	14	2	7	22	0.0501930501930502	0	0.127413127413127	0
APOA4	14	4	1	5	0	39	10	30	53	0.0931458699472759	0	0.198594024604569	0.019858
APOA5	14	1	1	2	0	38	8	29	52	0.0411449016100179	0	0.166368515205725	0.024913
APOB	229	39	12	51	5	705	189	634	934	0.0546966627572236	0.00533105874826741	0.202900095959057	0.033
APOBEC1	13	1	1	2	0	30	18	36	43	0.0490405117270789	0	0.411513859275053	0.016493
APOBEC2	11	1	1	2	0	23	8	17	34	0.0606860158311346	0	0.245382585751979	0.043891
APOBEC3A	8	1	0	1	1	18	0	8	26	0.0434782608695652	0.0334448160535117	0	0
APOBEC3B	13	0	0	0	0	32	9	30	45	0	0	0.210633946830266	0.039755
APOBEC3C	4	2	1	3	0	16	2	13	20	0.138075313807531	0	0.138075313807531	0
APOBEC3D	20	5	1	6	0	43	6	24	63	0.0941704035874439	0	0.109118086696562	0
APOBEC3F	10	1	0	1	1	18	15	24	28	0.0407523510971787	0.0313479623824451	0.510971786833856	0
APOBEC3G	13	0	0	0	0	22	15	26	35	0	0	0.419023136246787	0.028513
APOBEC3H	4	2	0	2	1	12	7	14	16	0.115577889447236	0.050251256281407	0.417085427135678	0.048728
APOBEC4	6	2	0	2	0	20	10	25	26	0.0769230769230769	0	0.377926421404682	0.019858
APOBR	14	2	3	5	0	57	11	52	71	0.0707610146862483	0	0.164218958611482	0.015822
APOC1	3	0	1	1	0	10	3	8	13	0.0769230769230769	0	0.254437869822485	0
APOC2	1	0	0	0	0	5	4	7	6	0	0	0.535353535353535	0
APOC3	5	0	0	0	1	8	3	6	13	0	0.0591715976331361	0.254437869822485	0.054115
APOC4	5	0	0	0	0	12	0	7	17	0	0	0	0
APOD	3	0	0	0	0	14	7	18	17	0	0	0.397129186602871	0
APOE	5	1	0	1	1	13	5	11	18	0.0593607305936073	0.045662100456621	0.287671232876712	0
APOF	5	1	1	2	0	25	2	19	30	0.0678466076696165	0	0.0973451327433628	0
APOH	17	6	2	8	1	45	8	29	62	0.125948406676783	0.0151745068285281	0.141122913505311	0
APOL1	14	2	1	3	0	41	6	33	55	0.0560271646859083	0	0.123938879456706	0
APOL2	10	6	0	6	1	23	5	11	33	0.170731707317073	0.02710027100271	0.170731707317073	0
APOL3	10	1	0	1	0	28	4	22	38	0.0310262529832936	0	0.126491646778043	0.03625
APOL4	5	4	1	5	0	21	5	16	26	0.177257525083612	0	0.210702341137124	0
APOL5	9	1	0	1	0	39	11	42	48	0.0250481695568401	0	0.236994219653179	0
APOL6	7	0	0	0	0	20	9	22	27	0	0	0.333333333333333	0
APOLD1	4	0	0	0	0	11	2	8	15	0	0	0.174603174603175	0
APOM	2	0	0	0	0	9	2	11	11	0	0	0.221476510067114	0
APOO	4	0	1	1	2	17	3	13	21	0.0522088353413655	0.0803212851405622	0.172690763052209	0
APOOL	4	1	1	2	2	16	3	11	20	0.096234309623431	0.0836820083682008	0.179916317991632	0
APOPT1	3	1	0	1	0	6	1	3	9	0.10077519379845	0	0.178294573643411	0
APP	30	6	0	6	1	49	35	52	79	0.0759951749095295	0.0120627261761158	0.437876960193004	0.01463
APPBP2	7	8	2	10	1	30	19	33	37	0.251833740831296	0.0244498777506112	0.496332518337408	0.013604
APPL1	10	3	3	6	2	40	28	51	50	0.116883116883117	0.0371057513914657	0.543599257884972	0
APPL2	9	7	2	9	5	39	29	54	48	0.179190751445087	0.0963391136801541	0.583815028901734	0.011573
APRT	6	0	0	0	1	9	4	6	15	0	0.0529100529100529	0.28042328042328	0
APTX	5	2	1	3	0	20	5	19	25	0.114186851211073	0	0.217993079584775	0
AQP1	15	0	0	0	3	32	7	20	47	0	0.0589390962671906	0.163064833005894	0
AQP10	18	2	0	2	0	36	19	37	54	0.0397236614853195	0	0.350604490500864	0.033269
AQP11	6	0	0	0	0	10	10	16	16	0	0	0.5678391959799	0.043891
AQP12A	7	1	2	3	1	21	6	17	28	0.103448275862069	0.0313479623824451	0.22884012539185	0.048728
AQP12B	9	0	0	0	1	14	10	15	23	0	0.0371747211895911	0.420074349442379	0
AQP2	8	4	0	4	2	27	15	27	35	0.110539845758355	0.051413881748072	0.419023136246787	0.151943
AQP3	7	0	1	1	0	12	5	9	19	0.0567685589519651	0	0.275109170305677	0
AQP4	11	3	1	4	0	27	8	20	38	0.102625298329356	0	0.221957040572792	0
AQP5	5	0	0	0	0	11	10	16	16	0	0	0.5678391959799	0
AQP6	11	0	0	0	0	21	16	24	32	0	0	0.481894150417827	0
AQP7	18	0	6	6	1	46	3	26	64	0.0927835051546392	0.0147275405007364	0.0633284241531664	0
AQP8	18	1	1	2	1	37	12	30	55	0.0390492359932088	0.0169779286926995	0.225806451612903	0.018021
AQP9	15	2	0	2	1	39	10	33	54	0.0397236614853195	0.0172711571675302	0.195164075993092	0
AQPEP	26	3	0	3	4	66	46	84	92	0.0344108446298227	0.0417101147028154	0.493222106360792	0.027051
AQR	24	10	2	12	2	90	46	110	114	0.104325699745547	0.0169635284139101	0.401187446988974	0.024524
AR	38	4	1	5	1	84	47	87	122	0.0420969023034154	0.0079428117553614	0.383637807783955	0.155428
ARAF	11	2	3	5	5	33	21	35	44	0.110647181628392	0.104384133611691	0.465553235908142	0.018021
ARAP1	32	3	6	9	0	82	35	78	114	0.0788804071246819	0	0.307888040712468	0.014911
ARAP2	56	24	2	26	7	167	57	141	223	0.115910092551785	0.0308505949757602	0.256941383869546	0.005341
ARAP3	27	12	3	15	1	80	53	93	107	0.137962128043282	0.00901713255184851	0.489630297565374	0.025314
ARC	11	2	2	4	0	26	15	27	37	0.105134474327628	0	0.398533007334963	0
ARCN1	12	0	2	2	0	22	15	27	34	0.0606860158311346	0	0.430079155672823	0
AREG	1	0	0	0	0	10	5	15	11	0	0	0.422818791946309	0
AREL1	17	4	0	4	2	42	33	56	59	0.068362480127186	0.0317965023847377	0.545310015898251	0.049254
ARF1	10	0	0	0	0	19	7	16	29	0	0	0.252279635258359	0.039755
ARF3	6	0	0	0	0	11	3	8	17	0	0	0.205741626794258	0
ARF4	1	1	0	1	0	10	7	15	11	0.087248322147651	0	0.557046979865772	0
ARF5	4	2	0	2	1	12	7	12	16	0.115577889447236	0.050251256281407	0.417085427135678	0
ARF6	4	0	0	0	0	7	6	9	11	0	0	0.48993288590604	0
ARFGAP1	13	0	2	2	1	26	11	22	39	0.0536130536130536	0.0233100233100233	0.286713286713287	0
ARFGAP2	8	3	2	5	1	25	20	33	33	0.143631436314363	0.02710027100271	0.577235772357724	0
ARFGAP3	10	3	3	6	2	27	11	23	37	0.154034229828851	0.0488997555012225	0.300733496332518	0
ARFGEF1	37	18	3	21	2	101	67	113	138	0.150105708245243	0.0140944326990839	0.481324876673714	0.011077
ARFGEF2	34	10	0	10	1	95	84	140	129	0.0775018811136193	0.00752445447705041	0.6418359668924	0.009571
ARFIP1	4	2	1	3	0	14	15	22	18	0.150684931506849	0	0.744292237442922	0.028513
ARFIP2	6	4	0	4	1	14	11	15	20	0.179916317991632	0.0418410041841004	0.514644351464435	0.030717
ARFRP1	6	0	0	0	0	11	8	14	17	0	0	0.444976076555024	0
ARG1	6	1	1	2	1	14	14	22	20	0.096234309623431	0.0418410041841004	0.640167364016736	0
ARG2	7	3	0	3	0	15	8	13	22	0.127413127413127	0	0.359073359073359	0
ARGFX	13	4	0	4	0	38	13	35	51	0.0783242258652095	0	0.260473588342441	0
ARGLU1	3	0	0	0	0	8	12	15	11	0	0	0.89261744966443	0
ARHGAP1	11	0	3	3	0	19	7	13	30	0.0973451327433628	0	0.244837758112094	0
ARHGAP10	19	5	1	6	4	55	29	60	74	0.0808729139922978	0.0513478818998716	0.388960205391528	0.012712
ARHGAP11A	13	9	2	11	3	49	25	51	62	0.171471927162367	0.0455235204855842	0.399089529590288	0
ARHGAP11B	6	2	0	2	0	11	5	7	17	0.110047846889952	0	0.301435406698565	0
ARHGAP12	13	15	1	16	1	42	33	50	55	0.276740237691002	0.0169779286926995	0.582342954159592	0
ARHGAP15	16	8	2	10	0	65	26	72	81	0.121319199057715	0	0.321554770318021	0.008158
ARHGAP17	20	1	3	4	2	55	38	72	75	0.0544993662864385	0.0253485424588086	0.498098859315589	0.008334
ARHGAP18	10	2	5	7	2	35	16	34	45	0.149284253578732	0.0408997955010225	0.353783231083845	0.022105
ARHGAP19	8	0	1	1	3	28	20	37	36	0.0325814536340852	0.075187969924812	0.533834586466165	0.022105
ARHGAP20	35	11	6	17	3	112	44	107	147	0.114645460569914	0.0198807157057654	0.300198807157058	0.011929
ARHGAP21	34	15	4	19	8	109	62	123	143	0.131381892443839	0.0544588155207624	0.430905377808033	0
ARHGAP22	25	1	1	2	0	48	22	51	73	0.0299089726918075	0	0.302990897269181	0
ARHGAP23	4	1	1	2	1	12	4	9	16	0.115577889447236	0.050251256281407	0.266331658291457	0
ARHGAP24	24	6	0	6	2	46	31	48	70	0.0852503382949932	0.027063599458728	0.437077131258457	0
ARHGAP25	39	7	0	7	2	89	31	73	128	0.0553449583017437	0.0151630022744503	0.244882486732373	0.018896
ARHGAP26	14	7	1	8	2	39	38	56	53	0.145869947275923	0.0351493848857645	0.690685413005272	0
ARHGAP27	11	4	3	7	2	33	12	27	44	0.152400835073069	0.0417536534446764	0.277661795407098	0
ARHGAP28	22	6	1	7	2	64	31	69	86	0.0812013348164627	0.0222469410456062	0.359288097886541	0.01092
ARHGAP29	32	9	5	14	2	89	50	105	121	0.11449159327462	0.0160128102481986	0.410728582866293	0.013847
ARHGAP30	35	6	3	9	0	102	40	103	137	0.0660042583392477	0	0.293115684882896	0
ARHGAP31	56	2	3	5	1	126	49	118	182	0.0285099515868747	0.00537923614846692	0.270575578267886	0.020553
ARHGAP32	40	7	3	10	1	111	62	131	151	0.0664945125887669	0.00645577792123951	0.408650742414461	0
ARHGAP33	30	3	6	9	0	74	45	81	104	0.0861909175162187	0	0.429101019462465	0.020922
ARHGAP35	22	31	14	45	1	98	58	94	120	0.365617433414044	0.00807102502017756	0.478611783696529	0.01561
ARHGAP36	25	1	4	5	3	83	41	96	108	0.0473637176050045	0.0268096514745308	0.378016085790885	0.062953
ARHGAP39	32	3	0	3	0	49	33	46	81	0.03886925795053	0	0.404004711425206	0
ARHGAP4	20	1	1	2	0	44	13	38	64	0.0338733431516937	0	0.21060382916053	0
ARHGAP40	1	1	0	1	2	13	0	9	14	0.0726256983240224	0.111731843575419	0	0
ARHGAP42	1	1	0	1	0	6	9	13	7	0.119266055045872	0	0.944954128440367	0
ARHGAP44	22	2	1	3	1	40	30	46	62	0.0500758725341426	0.0151745068285281	0.474962063732929	0.028513
ARHGAP5	29	10	14	24	0	86	49	87	115	0.204373423044575	0	0.423044575273339	0
ARHGAP6	37	3	5	8	1	80	34	72	117	0.0686517783291977	0.00827129859387924	0.291976840363937	0.013369
ARHGAP8	3	0	0	0	0	8	7	13	11	0	0	0.557046979865772	0
ARHGAP9	19	3	0	3	0	51	31	63	70	0.0446549391069012	0	0.437077131258457	0.020922
ARHGDIA	7	0	1	1	1	9	5	6	16	0.0653266331658292	0.050251256281407	0.316582914572864	0
ARHGDIB	7	1	0	1	0	17	10	20	24	0.046594982078853	0	0.405017921146953	0.023427
ARHGDIG	3	1	1	2	0	7	6	8	10	0.165467625899281	0	0.525179856115108	0
ARHGEF1	19	3	2	5	3	47	40	61	66	0.0758226037195994	0.0429184549356223	0.590844062947067	0.019365
ARHGEF10	49	2	4	6	3	92	43	82	141	0.0434782608695652	0.020703933747412	0.305728088336784	0.025095
ARHGEF10L	31	4	0	4	5	66	49	81	97	0.0426164519326065	0.0495540138751239	0.498513379583746	0
ARHGEF11	42	12	2	14	4	104	62	116	146	0.095396931287525	0.0266844563042028	0.422281521014009	0.011929
ARHGEF12	31	12	1	13	2	84	60	100	115	0.111858704793944	0.0168208578637511	0.51555929352397	0
ARHGEF15	27	6	3	9	2	63	40	70	90	0.0990415335463259	0.0212992545260916	0.439829605963791	0
ARHGEF16	15	2	2	4	0	35	19	36	50	0.0797773654916512	0	0.376623376623377	0.018021
ARHGEF17	39	6	2	8	2	102	30	83	141	0.0572808833678399	0.0138026224982747	0.216011042097999	0
ARHGEF18	26	3	0	3	3	59	17	52	85	0.0371203599550056	0.0337457817772778	0.205849268841395	0.023427
ARHGEF19	12	1	1	2	1	33	17	37	45	0.0470347648261759	0.0204498977505112	0.374233128834356	0
ARHGEF2	23	5	0	5	4	53	43	68	76	0.0663329161451815	0.0500625782227785	0.554443053817272	0
ARHGEF25	12	8	1	9	1	32	15	28	44	0.194154488517745	0.0208768267223382	0.340292275574113	0
ARHGEF26	12	1	1	2	1	22	27	36	34	0.0606860158311346	0.0263852242744063	0.746701846965699	0.014098
ARHGEF28	30	7	0	7	3	83	20	64	113	0.0624465355004277	0.0256629597946963	0.182207014542344	0.009571
ARHGEF3	11	5	0	5	0	27	23	36	38	0.126491646778043	0	0.579952267303103	0
ARHGEF33	2	1	0	1	1	6	14	18	8	0.109243697478992	0.0840336134453781	1.28571428571429	0
ARHGEF35	6	0	0	0	0	14	4	13	20	0	0	0.221757322175732	0
ARHGEF37	6	2	1	3	0	22	26	44	28	0.103448275862069	0	0.855799373040752	0
ARHGEF38	6	2	3	5	0	17	4	10	23	0.197026022304833	0	0.197026022304833	0.0978
ARHGEF39	2	0	0	0	0	5	5	8	7	0	0	0.577981651376147	0
ARHGEF4	16	3	0	3	1	48	25	57	64	0.04860088365243	0.0147275405007364	0.387334315169367	0.053946
ARHGEF40	8	2	0	2	0	20	10	23	28	0.0721003134796238	0	0.35423197492163	0
ARHGEF5	30	8	1	9	0	72	20	56	102	0.0878186968838527	0	0.201133144475921	0
ARHGEF6	18	15	2	17	2	78	39	82	96	0.173173173173173	0.02002002002002	0.403403403403403	0.008517
ARHGEF7	30	5	2	7	3	60	38	59	90	0.0777422790202343	0.0319488817891374	0.4185303514377	0.019365
ARHGEF9	16	5	0	5	4	49	28	52	65	0.0769230769230769	0.058055152394775	0.425253991291727	0.044163
ARID1A	37	172	103	275	8	374	96	148	411	0.66353338153772	0.0192817546396722	0.234514340805013	0.02866
ARID1B	42	28	16	44	0	135	77	128	177	0.244886677722499	0	0.432835820895522	0
ARID2	25	72	22	94	15	199	82	154	224	0.413777972795086	0.0658183413777973	0.365511189118034	0.020064
ARID3A	8	0	1	1	1	17	16	24	25	0.0449826989619377	0.0346020761245675	0.598615916955017	0
ARID3B	11	0	0	0	0	27	19	33	38	0	0	0.484486873508353	0
ARID3C	10	3	2	5	4	32	11	25	42	0.115468409586057	0.0871459694989107	0.26797385620915	0
ARID4A	19	15	5	20	4	74	41	77	93	0.209494324045408	0.0412796697626419	0.436532507739938	0.022969
ARID4B	34	15	6	21	1	82	39	66	116	0.177648040033361	0.00834028356964137	0.336113427856547	0.015506
ARID5A	14	2	2	4	0	29	10	25	43	0.0916844349680171	0	0.240938166311301	0.026595
ARID5B	33	11	13	24	4	104	37	84	137	0.172462739531583	0.028388928317956	0.271823988644429	0.00738
ARIH1	9	1	0	1	1	21	15	24	30	0.0383480825958702	0.0294985250737463	0.480825958702065	0
ARIH2	15	4	2	6	3	38	10	23	53	0.110720562390158	0.0527240773286467	0.198594024604569	0.026595
ARIH2OS	3	0	1	1	0	8	4	9	11	0.087248322147651	0	0.355704697986577	0
ARL1	3	2	1	3	2	14	2	9	17	0.157894736842105	0.0956937799043062	0.157894736842105	0
ARL10	12	0	0	0	0	14	6	9	26	0	0	0.244147157190635	0
ARL11	5	0	1	1	1	17	4	14	22	0.0501930501930502	0.0386100386100386	0.204633204633205	0.098951
ARL13A	3	2	0	2	0	18	10	26	21	0.0923694779116466	0	0.453815261044177	0
ARL13B	5	3	2	5	1	25	7	28	30	0.156342182890855	0.0294985250737463	0.244837758112094	0.018021
ARL14	8	1	0	1	0	12	6	9	20	0.0543933054393305	0	0.305439330543933	0
ARL14EP	3	2	1	3	0	10	12	17	13	0.195266272189349	0	0.78698224852071	0
ARL15	3	0	0	0	0	7	11	16	10	0	0	0.884892086330935	0
ARL16	4	0	0	0	0	19	3	18	23	0	0	0.159851301115242	0.185653
ARL17B	0	0	0	0	0	2	0	2	2	0	0	0	0
ARL2	1	0	0	0	1	6	2	6	7	0	0.091743119266055	0.302752293577982	0
ARL2BP	3	3	0	3	0	13	5	11	16	0.165829145728643	0	0.316582914572864	0
ARL3	6	1	0	1	0	14	6	13	20	0.0543933054393305	0	0.305439330543933	0
ARL4A	2	1	1	2	0	13	4	15	15	0.121693121693122	0	0.28042328042328	0
ARL4C	4	0	0	0	0	7	5	8	11	0	0	0.422818791946309	0.048728
ARL4D	3	0	1	1	0	9	7	12	12	0.0817610062893082	0	0.522012578616352	0
ARL5A	3	3	0	3	0	12	4	10	15	0.174603174603175	0	0.28042328042328	0
ARL5B	2	0	1	1	0	11	1	8	13	0.0769230769230769	0	0.136094674556213	0
ARL5C	0	1	0	1	0	2	0	1	2	0.220338983050847	0	0	0
ARL6	2	2	0	2	0	10	7	15	12	0.144654088050314	0	0.522012578616352	0
ARL6IP1	7	2	1	3	0	18	11	19	25	0.114186851211073	0	0.42560553633218	0.043891
ARL6IP4	3	0	2	2	0	10	3	6	13	0.136094674556213	0	0.254437869822485	0
ARL6IP5	8	1	0	1	2	17	5	12	25	0.0449826989619377	0.069204152249135	0.217993079584775	0.058892
ARL6IP6	6	2	1	3	1	14	8	11	20	0.138075313807531	0.0418410041841004	0.389121338912134	0.022105
ARL8A	5	0	0	0	1	11	4	9	16	0	0.050251256281407	0.266331658291457	0
ARL8B	1	0	0	0	1	13	5	17	14	0	0.0558659217877095	0.35195530726257	0
ARL9	3	1	0	1	0	8	6	12	11	0.087248322147651	0	0.48993288590604	0
ARMC1	6	4	1	5	1	28	4	22	34	0.139841688654354	0.0263852242744063	0.139841688654354	0.022105
ARMC10	8	3	1	4	0	19	7	15	27	0.13915857605178	0	0.268608414239482	0
ARMC12	12	1	0	1	0	27	12	28	39	0.0303030303030303	0	0.31002331002331	0.059431
ARMC2	17	4	1	5	1	53	19	51	70	0.0717185385656292	0.013531799729364	0.274695534506089	0
ARMC3	19	15	0	15	1	68	39	77	87	0.168316831683168	0.011001100110011	0.443344334433443	0.013604
ARMC4	53	10	1	11	5	169	64	173	222	0.0500221336874723	0.0221336874723329	0.289065958388668	0.038001
ARMC5	20	1	1	2	1	42	32	54	62	0.0349013657056146	0.0151745068285281	0.505311077389985	0.013604
ARMC6	11	5	1	6	0	31	8	26	42	0.137254901960784	0	0.202614379084967	0
ARMC7	4	2	0	2	0	10	4	8	14	0.128491620111732	0	0.29608938547486	0
ARMC8	13	3	2	5	1	34	23	41	47	0.104125736738703	0.0196463654223969	0.477406679764244	0.015822
ARMC9	24	3	2	5	5	51	21	41	75	0.0671736375158428	0.0633713561470215	0.282636248415716	0
ARMCX1	10	2	5	7	0	31	23	39	41	0.162583518930958	0	0.541202672605791	0.012308
ARMCX2	19	4	2	6	0	57	16	53	76	0.0788485607008761	0	0.216520650813517	0
ARMCX3	10	6	2	8	0	30	7	19	40	0.189066059225513	0	0.189066059225513	0
ARMCX4	0	0	0	0	0	1	0	1	1	0	0	0	0
ARMCX5	18	4	1	5	0	43	15	37	61	0.0816640986132511	0	0.25115562403698	0.013604
ARMCX6	5	1	1	2	0	14	6	13	19	0.100436681222707	0	0.318777292576419	0
ARMS2	1	1	0	1	0	4	0	3	5	0.146067415730337	0	0	0
ARNT	16	9	1	10	2	40	17	33	56	0.17195325542571	0.0333889816360601	0.30550918196995	0
ARNT2	20	1	0	1	1	49	28	60	69	0.0178326474622771	0.0137174211248285	0.401920438957476	0.037073
ARNTL	8	7	1	8	1	33	21	39	41	0.184855233853007	0.022271714922049	0.496659242761693	0.018896
ARNTL2	15	7	1	8	2	42	16	35	57	0.136288998357964	0.0328407224958949	0.284072249589491	0.020922
ARPC1A	8	0	0	0	1	15	15	26	23	0	0.0371747211895911	0.605947955390335	0
ARPC1B	14	1	0	1	1	22	16	23	36	0.0325814536340852	0.025062656641604	0.433583959899749	0
ARPC2	4	1	1	2	0	17	5	16	21	0.0923694779116466	0	0.253012048192771	0
ARPC3	2	1	0	1	0	7	2	7	9	0.10077519379845	0	0.255813953488372	0
ARPC4	3	1	0	1	0	6	1	4	9	0.10077519379845	0	0.178294573643411	0
ARPC5	1	1	0	1	0	3	3	5	4	0.164556962025316	0	0.544303797468354	0
